ARTICULO;INCLUYE;DIM;POTENCIA;T_COLOR;ANGULO;FLUJO;CRI;IP;COLOR;DIMENCIONES;CUT_OUT;CATEGORIA;PRECIO;FAMILIA;ESTADO;INGRESO_APROXIMADO;DESCRIPCION;IMGPRODUCTOS ;PRODUCTOACTUALIZACION;MARCO;CANTIDAD
06.71.1263.06;LE;TRIAC;7W;2700K;46;571lm;81;20;negro tex.;90x70mm;82mm;1;3012;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1563.06;LE;DALI;7W;2700K;46;571lm;81;20;negro tex.;90x70mm;82mm;1;4732;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1265.03;LE;TRIAC;7W;3000K;46;571lm;80;20;blanco tex.;90x70mm;82mm;1;2782;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1565.03;LE;DALI;7W;3000K;46;571lm;80;20;blanco tex.;90x70mm;82mm;1;4502;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1265.06;LE;TRIAC;7W;3000K;46;571lm;80;20;negro tex.;90x70mm;82mm;1;3012;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1565.06;LE;DALI;7W;3000K;46;571lm;80;20;negro tex.;90x70mm;82mm;1;4732;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1269.03;LE;TRIAC;13W;2700K;21;1193lm;80;20;blanco tex.;90x90mm;82mm;1;3872;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1569.03;LE;DALI;13W;2700K;21;1193lm;80;20;blanco tex.;90x90mm;82mm;1;5592;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1269.06;LE;TRIAC;13W;2700K;21;1193lm;80;20;negro tex.;90x90mm;82mm;1;4102;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1569.06;LE;DALI;13W;2700K;21;1193lm;80;20;negro tex.;90x90mm;82mm;1;5822;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1271.03;LE;TRIAC;13W;3000K;21;1193lm;80;20;blanco tex.;90x90mm;82mm;1;3872;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1571.03;LE;DALI;13W;3000K;21;1193lm;80;20;blanco tex.;90x90mm;82mm;1;5592;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1271.06;LE;TRIAC;13W;3000K;21;1193lm;80;20;negro tex.;90x90mm;82mm;1;4102;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1571.06;LE;DALI;13W;3000K;21;1193lm;80;20;negro tex.;90x90mm;82mm;1;5822;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1275.03;LE;TRIAC;13W;2700K;33;1166lm;80;20;blanco tex.;90x90mm;82mm;1;3872;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1575.03;LE;DALI;13W;2700K;33;1166lm;80;20;blanco tex.;90x90mm;82mm;1;5592;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1275.06;LE;TRIAC;13W;2700K;33;1166lm;80;20;negro tex.;90x90mm;82mm;1;4102;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1575.06;LE;DALI;13W;2700K;33;1166lm;80;20;negro tex.;90x90mm;82mm;1;5822;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1277.03;LE;TRIAC;13W;3000K;33;1166lm;80;20;blanco tex.;90x90mm;82mm;1;3872;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1577.03;LE;DALI;13W;3000K;33;1166lm;80;20;blanco tex.;90x90mm;82mm;1;5592;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1277.06;LE;TRIAC;13W;3000K;33;1166lm;80;20;negro tex.;90x90mm;82mm;1;4102;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1577.06;LE;DALI;13W;3000K;33;1166lm;80;20;negro tex.;90x90mm;82mm;1;5822;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1281.03;LE;TRIAC;13W;2700K;48;1100lm;80;20;blanco tex.;90x90mm;82mm;1;3872;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1581.03;LE;DALI;13W;2700K;48;1100lm;80;20;blanco tex.;90x90mm;82mm;1;5592;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1281.06;LE;TRIAC;13W;2700K;48;1100lm;80;20;negro tex.;90x90mm;82mm;1;4102;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1581.06;LE;DALI;13W;2700K;48;1100lm;80;20;negro tex.;90x90mm;82mm;1;5822;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1283.03;LE;TRIAC;13W;3000K;48;1100lm;80;20;blanco tex.;90x90mm;82mm;1;3872;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1583.03;LE;DALI;13W;3000K;48;1100lm;80;20;blanco tex.;90x90mm;82mm;1;5592;FEDRO;1;NULL;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1283.06;LE;TRIAC;13W;3000K;48;1100lm;80;20;negro tex.;90x90mm;82mm;1;4102;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1583.06;LE;DALI;13W;3000K;48;1100lm;80;20;negro tex.;90x90mm;82mm;1;5822;FEDRO;1;A pedido;FEDRO R /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4302.03;LE;TRIAC;18W;3000K;15;1923;80;20;blanco tex.;111x106mm;102mm;1;3952;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4602.03;LE;DALI;18W;3000K;15;1923;80;20;blanco tex.;111x106mm;102mm;1;5672;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4302.06;LE;TRIAC;18W;3000K;15;1923;80;20;negro tex.;111x106mm;102mm;1;4242;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4602.06;LE;DALI;18W;3000K;15;1923;80;20;negro tex.;111x106mm;102mm;1;5962;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4304.03;LE;TRIAC;18W;3000K;33;1903;80;20;blanco tex.;111x106mm;102mm;1;3952;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4604.03;LE;DALI;18W;3000K;33;1903;80;20;blanco tex.;111x106mm;102mm;1;5672;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4304.06;LE;TRIAC;18W;3000K;33;1903;80;20;negro tex.;111x106mm;102mm;1;4242;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4604.06;LE;DALI;18W;3000K;33;1903;80;20;negro tex.;111x106mm;102mm;1;5962;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1302.03;LE;TRIAC;18W;3000K;50;1861;80;20;blanco tex.;111x106mm;102mm;1;3952;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1602.03;LE;DALI;18W;3000K;50;1861;80;20;blanco tex.;111x106mm;102mm;1;5672;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1302.06;LE;TRIAC;18W;3000K;50;1861;80;20;negro tex.;111x106mm;102mm;1;4242;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1602.06;LE;DALI;18W;3000K;50;1861;80;20;negro tex.;111x106mm;102mm;1;5962;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4306.03;LE;TRIAC;33,4W;3000K;18;3411;80;20;blanco tex.;135x138mm;120mm;1;7267;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4306.06;LE;TRIAC;33,4W;3000K;18;3411;80;20;negro tex.;135x138mm;120mm;1;7587;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4308.03;LE;TRIAC;33,4W;3000K;29;3333lm ;80;20;blanco tex.;135x138mm;120mm;1;7267;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4308.06;LE;TRIAC;33,4W;3000K;29;3333;80;20;negro tex.;135x138mm;120mm;1;7587;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1308.03;LE;TRIAC;33,4W;3000K;45;3084;80;20;blanco tex.;135x138mm;120mm;1;7267;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1308.06;LE;TRIAC;33,4W;3000K;45;3084;80;20;negro tex.;135x138mm;120mm;1;7587;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1312.03;LE;NULL;43,8W;3000K;20;4614;80;20;blanco tex.;135x133mm;120mm;1;7983;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1312.06;LE;NULL;43,8W;3000K;20;4614;80;20;negro tex.;135x133mm;120mm;1;8303;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1310.03;LE;NULL;43,8W;3000K;30;4578;80;20;blanco tex.;135x133mm;120mm;1;7983;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.1310.06;LE;NULL;43,8W;3000K;30;4578;80;20;negro tex.;135x133mm;120mm;1;8303;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4312.03;LE;NULL;43,8W;3000K;46;4293;80;20;blanco tex.;135x133mm;120mm;1;7983;FEDRO;1;NULL;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4312.06;LE;NULL;43,8W;3000K;46;4293;80;20;negro tex.;135x133mm;120mm;1;8303;FEDRO;1;A pedido;FEDRO R ALTA POTENCIA /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2101.03;LE;NULL;3,2W;2700K;27;308lm;80;20;blanco tex.;60x60x44mm;53mm;1;1787;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2101.06;LE;NULL;3,2W;2700K;27;308lm;80;20;negro tex.;60x60x44mm;53mm;1;1977;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2150.03;LE;NULL;3,2W;3000K;27;308lm;80;20;blanco tex.;60x60x44mm;53mm;1;1787;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2150.06;LE;NULL;3,2W;3000K;27;308lm;80;20;negro tex.;60x60x44mm;53mm;1;1977;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2105.03;LE;NULL;3,2W;2700K;39;333lm;80;20;blanco tex.;60x60x44mm;53mm;1;1787;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2105.06;LE;NULL;3,2W;2700K;39;333lm;80;20;negro tex.;60x60x44mm;53mm;1;1977;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2154.03;LE;NULL;3,2W;3000K;39;333lm;80;20;blanco tex.;60x60x44mm;53mm;1;1787;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2154.06;LE;NULL;3,2W;3000K;39;333lm;80;20;negro tex.;60x60x44mm;53mm;1;1977;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2111.03;LE;NULL;3,2W;2700K;50;301lm;80;20;blanco tex.;60x60x44mm;53mm;1;1787;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2111.06;LE;NULL;3,2W;2700K;50;301lm;80;20;negro tex.;60x60x44mm;53mm;1;1977;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2160.03;LE;NULL;3,2W;3000K;50;301lm;80;20;blanco tex.;60x60x44mm;53mm;1;1787;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2160.06;LE;NULL;3,2W;3000K;50;301lm;80;20;negro tex.;60x60x44mm;53mm;1;1977;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2113.03;LE;NULL;7W;2700K;28;505lm;80;20;blanco tex.;60x60x72mm;53mm;1;2414;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2113.06;LE;NULL;7W;2700K;28;505lm;80;20;negro tex.;60x60x72mm;53mm;1;2604;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2112.03;LE;NULL;7W;3000K;28;505lm;80;20;blanco tex.;60x60x72mm;53mm;1;2414;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2112.06;LE;NULL;7W;3000K;28;505lm;80;20;negro tex.;60x60x72mm;53mm;1;2604;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2115.03;LE;NULL;7W;2700K;39;547lm;80;20;blanco tex.;60x60x72mm;53mm;1;2414;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2115.06;LE;NULL;7W;2700K;39;547lm;80;20;negro tex.;60x60x72mm;53mm;1;2604;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2166.03;LE;NULL;7W;3000K;39;547lm;80;20;blanco tex.;60x60x72mm;53mm;1;2414;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2166.06;LE;NULL;7W;3000K;39;548lm;80;20;negro tex.;60x60x72mm;53mm;1;2604;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2106.03;LE;NULL;7W;2700K;50;496lm;80;20;blanco tex.;60x60x72mm;53mm;1;2414;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2106.06;LE;NULL;7W;2700K;50;496lm;80;20;negro tex.;60x60x72mm;53mm;1;2604;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2107.03;LE;NULL;7W;3000K;50;496lm;80;20;blanco tex.;60x60x72mm;53mm;1;2414;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2107.06;LE;NULL;7W;3000K;50;496lm;80;20;negro tex.;60x60x72mm;53mm;1;2604;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2251.03;LE;TRIAC;7W;2700K;15;603lm;80;20;blanco tex.;90x90x70mm;82mm;1;2878;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2551.03;LE;DALI;7W;2700K;15;603lm;80;20;blanco tex.;90x90x70mm;82mm;1;4598;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2251.06;LE;TRIAC;7W;2700K;15;603lm;80;20;negro tex.;90x90x70mm;82mm;1;3108;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2551.06;LE;DALI;7W;2700K;15;603lm;80;20;negro tex.;90x90x70mm;82mm;1;4828;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2253.03;LE;TRIAC;7W;3000K;15;603lm;80;20;blanco tex.;90x90x70mm;82mm;1;2878;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2553.03;LE;DALI;7W;3000K;15;603lm;80;20;blanco tex.;90x90x70mm;82mm;1;4598;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2253.06;LE;TRIAC;7W;3000K;15;603lm;80;20;negro tex.;90x90x70mm;82mm;1;3108;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2553.06;LE;DALI;7W;3000K;15;603lm;80;20;negro tex.;90x90x70mm;82mm;1;4828;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2257.03;LE;TRIAC;7W;2700K;28;601lm;80;20;blanco tex.;90x90x70mm;82mm;1;2878;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2557.03;LE;DALI;7W;2700K;28;601lm;80;20;blanco tex.;90x90x70mm;82mm;1;4598;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2257.06;LE;TRIAC;7W;2700K;28;601lm;80;20;negro tex.;90x90x70mm;82mm;1;3108;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2557.06;LE;DALI;7W;2700K;28;601lm;80;20;negro tex.;90x90x70mm;82mm;1;4828;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2259.03;LE;TRIAC;7W;3000K;28;601lm;80;20;blanco tex.;90x90x70mm;82mm;1;2878;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2559.03;LE;DALI;7W;3000K;28;601lm;80;20;blanco tex.;90x90x70mm;82mm;1;4598;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2259.06;LE;TRIAC;7W;3000K;28;601lm;80;20;negro tex.;90x90x70mm;82mm;1;3108;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2559.06;LE;DALI;7W;3000K;28;601lm;80;20;negro tex.;90x90x70mm;82mm;1;4828;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2263.03;LE;TRIAC;7W;2700K;46;571lm;80;20;blanco tex.;90x90x70mm;82mm;1;2878;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2563.03;LE;DALI;7W;2700K;46;571lm;80;20;blanco tex.;90x90x70mm;82mm;1;4598;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2263.06;LE;TRIAC;7W;2700K;46;571lm;80;20;negro tex.;90x90x70mm;82mm;1;3108;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2563.06;LE;DALI;7W;2700K;46;571lm;80;20;negro tex.;90x90x70mm;82mm;1;4828;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2265.03;LE;TRIAC;7W;3000K;46;571lm;80;20;blanco tex.;90x90x70mm;82mm;1;2878;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2565.03;LE;DALI;7W;3000K;46;571lm;80;20;blanco tex.;90x90x70mm;82mm;1;4598;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2265.06;LE;TRIAC;7W;3000K;46;571lm;80;20;negro tex.;90x90x70mm;82mm;1;3108;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2565.06;LE;DALI;7W;3000K;46;571lm;80;20;negro tex.;90x90x70mm;82mm;1;4828;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2269.03;LE;TRIAC;13W;2700K;21;1148lm;80;20;blanco tex.;90x90x90mm;82mm;1;3970;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2569.03;LE;DALI;13W;2700K;21;1148lm;80;20;blanco tex.;90x90x90mm;82mm;1;5690;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2269.06;LE;TRIAC;13W;2700K;21;1148lm;80;20;negro tex.;90x90x90mm;82mm;1;4200;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2569.06;LE;DALI;13W;2700K;21;1148lm;80;20;negro tex.;90x90x90mm;82mm;1;5920;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2271.03;LE;TRIAC;13W;3000K;21;1148lm;80;20;blanco tex.;90x90x90mm;82mm;1;3970;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2571.03;LE;DALI;13W;3000K;21;1148lm;80;20;blanco tex.;90x90x90mm;82mm;1;5690;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2271.06;LE;TRIAC;13W;3000K;21;1148lm;80;20;negro tex.;90x90x90mm;82mm;1;4200;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2571.06;LE;DALI;13W;3000K;21;1148lm;80;20;negro tex.;90x90x90mm;82mm;1;5920;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2275.03;LE;TRIAC;13W;2700K;33;1150lm;80;20;blanco tex.;90x90x90mm;82mm;1;3970;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2575.03;LE;DALI;13W;2700K;33;1150lm;80;20;blanco tex.;90x90x90mm;82mm;1;5690;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2275.06;LE;TRIAC;13W;2700K;33;1150lm;80;20;negro tex.;90x90x90mm;82mm;1;4200;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2575.06;LE;DALI;13W;2700K;33;1150lm;80;20;negro tex.;90x90x90mm;82mm;1;5920;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2277.03;LE;TRIAC;13W;3000K;33;1150lm;80;20;blanco tex.;90x90x90mm;82mm;1;3970;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2577.03;LE;DALI;13W;3000K;33;1150lm;80;20;blanco tex.;90x90x90mm;82mm;1;5690;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2277.06;LE;TRIAC;13W;3000K;33;1150lm;80;20;negro tex.;90x90x90mm;82mm;1;4200;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2577.06;LE;DALI;13W;3000K;33;1150lm;80;20;negro tex.;90x90x90mm;82mm;1;5920;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2281.03;LE;TRIAC;13W;2700K;52;1104lm;80;20;blanco tex.;90x90x90mm;82mm;1;3970;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2581.03;LE;DALI;13W;2700K;52;1104lm;80;20;blanco tex.;90x90x90mm;82mm;1;5690;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2281.06;LE;TRIAC;13W;2700K;52;1104lm;80;20;negro tex.;90x90x90mm;82mm;1;4200;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2581.06;LE;DALI;13W;2700K;52;1104lm;80;20;negro tex.;90x90x90mm;82mm;1;5920;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2283.03;LE;TRIAC;13W;3000K;52;1104lm;80;20;blanco tex.;90x90x90mm;82mm;1;3970;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2583.03;LE;DALI;13W;3000K;52;1104lm;80;20;blanco tex.;90x90x90mm;82mm;1;5690;FEDRO;1;NULL;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
